Aboriginal descent|Aboriginal decent
; eminent, imminent|imanent
; emisión, emission|emision
; emission, emotion|emition
; empiric, empirical, imperial|imperical
; empirical, imperial|empirial
; en masse, in massam|in masse
; enact, intact|inact
; encyclopaedia, encyclopedia|encyclopeadia
; encyclopaedia, encyclopedia|encyclpedia
; encypher, encipher|encypher
; endeavor, endeavour|endeaver
; endeavor, endeavour|endevor
; endeavor, endeavour|endevour
; enough, sufficient|sufficient enough
; enrol, enroll|enrole
; enroll, inroll|inroll
; enrollment, enrolment|enrolement
; ensued, unused|unsued
; enterprise, Enterprize|enterprize
; entice, incite|intice
; entire, entry|entrie
; entities, entitles|entites
; enumerable, innumerable|inumerable
; et cetera, etc.|ect.
; ethos, those|ethose
; evaluation, evolution|evalution
; even worse, much worse, worse|more worse
; even worse, much worse, worst|worser
; evoke, invoke|envoke
; evolve, involve|envolve
; exaltation, exhalation|exhaltation
; exemple, example,|exemple
; existant, existent|existant
; exposé|expose
; extinct, extant|extint
; extinct, extinguished|extincted
; facility, faculty|faculity
; failing, falling|faling
; fallen, fell|falled
; families, family's|familys
; feel, field, file, phial|fiel
; feels, fields, files, phials|fiels
; feet, foot's|feets
; feet, foot's|foots
; filled, fulled, fuelled|fulled
; first, Frist|frist
; first, flirts|firts
; first, foremost|first and foremost
; five months, five months'|five month's
; fled, flee, freed|fleed
; fled, freed|fleed
; flew, was flown|was flew
; flirts, first|firts
; florescence, fluorescence|florescence
; florescent, fluorescent|florescent
; follow up, follow-up, follow-up|followup
; follow-up, follow up, follow-up|followup
; fontier, frontier|fontrier
; for example: just "exemple" gives lots of valid French false positives|for exemple
; for, of; many false positives|fo
; for, of|fo
; for, to and fro, (a)fro|fro
; forbade, forbidden|forbidded
; forecast, forecasted|forcasted
; forego, Wikt:forgo|forgo|forego
; foregoing, forgoing|forgoing
; foresee, Forsee|forsee
; forewent, forwent|forewent
; foreword, forward|foreward
; foreword, forward|forword
; formatted, formed, format|formated
; former, Fromer|fromer
; freshman is, freshmen are|freshman are
; freshman's, freshmen|freshmans
; from, form|fomr
; froze, frozen|freezed
; ft²|sq ft
; futhark, futhorc|futhroc
; game, Gael, gale|gae
; gave, given, gives|gived
; gives, has given|has gives
; going, Gauguin|gogin
; going, ogling|oging
; gourd, guard|gaurd
; grammatic, grammatical|gramatical
; great, grat|grat
; grew, grown|growed
; grew, was grown|was grew
; guard, gourd|gaurd
; guerilla, guerrilla|guerrila
; guerillas, guerrillas|guerrilas
; had been, have been, were being|were been
; had not, hadn't|had'nt
; had not, hadn't|hadnt
; had pleaded, had pled|had plead
; had thriven, had thrived|had throve
; had, who had|was had
; had, would have, would have had|would had
; half's, halves|halfs
; has been, is being|is been
; has been, was, was being|was been
; has known, has now|has know
; has not, hasn't|has'nt
; has not, hasn't|hasnt
; has played, plays|has plays
; has pleaded, has pled|has plead
; has thrived, has thriven|has throve
; has, it has|is has
; has, who has|was has
; have been, of being|of been
; have, hare; mostly false positives for the Spanish word hace|hace
; have, heave|haev
; have, heave|hvea
; he also|in addition, he also
; he drank, he's drunk|he's drank
; he has also|in addition, he has also
; he is also|in addition, he is also
; he pleaded, he pled|he plead
; he was also|in addition, he was also
; he was, that he was|the he was
; he was, was|has was
; he won the, she won the, they won the|the won the
; he worked, his work|his worked
; he's, his|hes
; heard, Hera, herald|herad
; heard, Hera|herad
; heights, highs|hights
; her grandparents, her grandparents'|her grandparent's
; her parents, her parents'|her parent's
; her, hers, here's|her's
; heritage, inheritance|inheritage
; herself, himself, itself, themselves|themself
; his grandparents, his grandparents'|his grandparent's
; his parents, his parents'|his parent's
; his, the|the his
; hit, hitter|hitted
; holy, wholly|wholy
; home page, homepage|hompage
; honorable, honourable|honarable
; honorarium, even in UK|honourarium
; honorary, even in the UK and - :wikt:honourary|the Wiktionary entry is wrong|honourary
; honorific, even in UK|honourific
; hors d'œuvre|hors d'œuvre
; hours, house|housr
; humor, humour|humer
; humorous, even in UK|humourous
; humorous, humerus|humerous
; humorous, humourous, humerus|humerous
; idea, die|diea
; ideas, ides|idesa
; imaginary, imagery|imaginery
; in front of, is in front of|is front of
; in other words, other words|another words
; in situ, Insitu|insitu
; in spite, inspire|inspite
; in, within|within in
; incase, in case|incase
; including him, including the|including he
; indispensable ; commonwealth vs US?|indispensible
; indispensible ; commonwealth vs US?|indispensable
; induct, introduce|introduct
; injured, injuries|injuried
; installation, instillation|instilation
; interbreed, interbred|interbread
; interment, internment|internment
; interred, interned|intered
; intramural, intermural|intermural
; in²|sq in
; is a show on, is shown on|is show on
; is located, location is|location is located
; is not, isn't|is'nt
; is not, isn't|isnt
; is where, were|is were
; is, is by, is to be, was|is be
; is, is currently, is currently in|is currently is
; is, was, was in, what is|was is
; it also|in addition, it also
; it has also|in addition, it has also
; it is also|in addition, it is also
; it led to, it leads to|it lead to
; it seems, seems|is seems
; it was also|in addition, it was also
; it was, was|is was
; it's, its|i'ts
; it's, its|its'
; it's, its|its's
; itinerant, itinerate|itinerate
; its 10th, its tenth|it's 10th
; its 1st, its first|it's 1st
; its 20th, its twentieth|it's 20th
; its 21st, its twenty-first|it's 21st
; its 25th, its twenty-fifth|it's 25th
; its 2nd, its second|it's 2nd
; its 30th, its thirtieth|it's 30th
; its 3rd, its third|it's 3rd
; its 40th, its fortieth|it's 40th
; its 4th, its fourth|it's 4th
; its 50th, its fiftieth|it's 50th
; its 5th, its fifth|it's 5th
; its 60th, its sixtieth|it's 60th
; its 6th, its sixth|it's 6th
; its 70th, its seventieth|it's 70th
; its 7th, its seventh|it's 7th
; its 80th, its eightieth|it's 80th
; its 8th, its eighth|it's 8th
; its 90th, its ninetieth|it's 90th
; its 9th, its ninth|it's 9th
; jewellery, jewelry|jewlery
; jewellery, jewelry|jewlrey
; km²|sq km
; knew, known|knowed
; knifes; knives|knifes
; labeled, labelled|labled
; labelled, labeled|labled
; lamé|lame
; larva feeds on, larvae feed on|larva feed on
; larva feeds on, larvae feed on|larvae feeds on
; larva is, larvae are|larva are
; larva is, larvae are|larvae is
; larva was, larvae were|larva were
; larva was, larvae were|larvae was
; last, latest|lastest
; latch's, latches|latchs
; later, lasted, late, last, dated|lated
; lavatory, laboratory|labatory
; leaded, led|leaded
; leaf, lief, life|lief
; lean, leaner, learn|leanr
; lean, learn, leaner|leanr
; leaped, leapt|lept
; learned, learnt|lernt
; legendary, legendry|legendry
; less, lesser, lessor|lessor
; libel, liable|lible
; licence, license|lisence
; licence, license|lisense
; license, licence|liscense
; license, licence|lisence
; license, licence|lisense
; lie around, lies around, e.g., "it lies around 100 km north of ...", but "it lay around 100 km north of ...", "the hens lay around 100 eggs"|lay around
; locus, locust|locus
; lonely, only|lonly
; loose, lose|loose
; loosing, losing|loosing
; lots of, many, much|lot's of
; made, would be made, would make|would made
; manageable, manageably|managable
; maneuver ; Commonwealth vs US?|manoeuver
; maneuver, manoeuvre|manouver
; maneuver, manoeuvre|manuever
; maneuverability, manoeuvrability, manoeuverability|manouverability
; maneuverability, manoeuvrability|manoeuverability
; maneuverability, manoeuvrability|manouverability
; maneuverable, manoeuvrable|manoeuverable
; maneuverable, manoeuvrable|manouverable
; maneuvers, manoeuvres|manouvers
; maneuvers, manoeuvres|manuevers
; manoeuvre ; Commonwealth vs US?|manouver
; mare, mere, wear|mear
; marked, made|maked
; may be, may have been|may been
; mediaeval, medieval|medeival
; mediaeval, medieval|medeval
; mediaeval, medieval|medievel
; mediaeval, medieval|medival
; men, men's|mens
; merchandise, merchandize|merchandize
; mineralogical, mineralogically|minerological
; minimal, very little, very small|very minimal
; mitt, M.I.T., German "with"|mit
; mi²|sq mi
; monastery, monetary|monestary
; more, more so|moreso
; mussels, muscles|muscels
; neighborhood, neighbourhood|nieghborhood
; neighbour, neighbor|neigbor
; neighbour, neighbor|neigbour
; neighbour, neighbor|neighboor
; neighbouring, neighboring|neigbouring
; neighbours, neighbors|neigbours
; nice, niece|neice
; niece, nice|neice
; nineties ; fixed from "1990s": could refer to temperatures too.|ninties
; not ; Replaced with case sensitive for NTO acronym.|nto
; not to, to not|to not to
; note, not|onot
; négociation, negotiation|negociation
; né|ne
; oblige, oblique|obligue
; occasion|ocasion -ocasión
; odoriferous, even in UK|odouriferous
; odorous, even in UK|odourous
; of the ; Could be legitimate in poetry, but more usually a typo.|oft he
; old spelling of employee, employee, employ, employer|employe
; old spelling of employees, employees, employs, employers|employes
; olé|ole
; one of whose, who's one of|whose one of
; one's, the ones|the one's
; optimal, very good|very optimal
; opïum|opium
; orally, really|erally
; ordered, orders|orderes
; origin, organ|orgin
; over 100, over a hundred, over one hundred|over a 100
; over 1000, over a thousand, over one thousand|over a 1000
; ox's, oxen|oxes
; paced, passed|pased
; paid, played|payed
; parameter, perimeter|perameter
; partial, particle|partical
; partition, portion|partion
; passable, possible|possable
; passably, possibly|possably
; passed away, died|past away
; passed, pasted|pasted
; performed, performs|performes
; personal, personnel|personel
; personal, personnel|personnal
; personnel, personal|personel
; perspective, prospective|prespective
; peruse, pursue|puruse
; phoenix ; Not forcing caps, as it could be the bird|pheonix
; place, palace|palce
; played, plied|plyed
; players, plays|playes
; pm, p.m.|pm at night
; pm, p.m.|pm in the afternoon
; pm, p.m.|pm in the evening
; pogrom, program, programme|progrom
; pogrom, program|progrom
; pogroms, programs|progroms
; poor, Poore|poore
; position, positron|positon
; precedence, presidency|presidence
; precedent, president|precident
; premier, premiere|premeir
; premier, premiere|premeire
; premier, premiere|premere
; premier, premiere|premire
; premier, premiere|primier
; premièred|premiered
; premières|premieres
; première|premiere
; premièring|premiering
; principality, principally|principaly
; pro tem, protein|protem
; proceed, precede|procede
; proceeded, preceded|proceded
; proceeding, preceding|proceding
; proceeds, precedes|procedes
; profusion, profession|profesion
; program, programme|programe
; prominently, predominantly|prominately
; prominently, predominately|prominately
; proper, Propper|propper
; prosperity, property, propriety|properity
; public, publish|publich
; pursing, pursuing|pursing
; pâte|pate
; pâté|pate
; qualités, qualities|qualites
; quantités, quantities|quantites
; quarantaine, quarantine|quarantaine
; quarter-final, quarterfinal|quater-final
; quickie, quickly|quicky
; quietly, Quitely|quitely
; quit, but see the usage note at wikt:quit|quitted
; quit, quite|quited
; quite, quiet|qtuie
; quite, quiet|qutie
; raised, risen, rose|rised
; ran, run|runned
; reacquire, require|recquire
; realised, realized|relized
; really, relay|realy
; regularly, at regular intervals|on a regular basis
; remained, renamed|remaned
; renown, renowned|reknown
; repetition, repartition|repatition
; replacement|relpacement
; residuüm|residuum
; restraint, restaurant|restraunt
; returned to, to be returned to, to return to|to returned to
; returned; sometimes leave as retuned or re-tuned|retuned
; returning|retruning
; reënter|reenter
; rigor, rigour|rigeur
; rigueur, rigour, rigor|rigeur
; roccoco (?|rococco
; rosé|rose
; rumor, rumour|rummor
; résumé|resume
; rôle|role
; safely, safety|safetly
; sang, signed, singed, singled|singed
; sank, sunk|sinked
; satyr, story|sotyr
; saw, was seen|was saw
; says, sassy|sasy
; scene, screen|sceen
; scholastic, scholarly|scholarstic
; seceded, succeeded|secceeded
; seize, size|sieze
; seized, sized|siezed
